,Restaurant Name,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
207,24 Plus Cafe & Restaurant,Coimbatore,Podanur,76.971082,10.96185,"Continental, Fast Food, Desserts, Indian",450.0,No,No,No,2,3.8,Yellow,Good,24
208,Valarmathi Kongunaatu Samayal,Coimbatore,Race Course,76.976268,11.001852,"South Indian, Biryani",350.0,No,No,No,2,4.5,Dark Green,Excellent,380
209,Bird On Tree,Coimbatore,Race Course,76.98431119,11.00863836,"Continental, Chinese, Thai, Malaysian, North Indian",1200.0,No,No,No,3,3.8,Yellow,Good,221
210,Tim's Bistro,Coimbatore,Race Course,76.9754397,11.0030085,"North Indian, Continental",700.0,No,Yes,No,2,3.9,Yellow,Good,85
211,Batlivala & Khanabhoy,Coimbatore,Race Course,76.98624135,11.00175265,"Parsi, North Indian",1200.0,No,No,No,3,4.2,Green,Very Good,40
212,Cafe Totaram,Coimbatore,Race Course,76.98187642,11.00076241,"Cafe, Fast Food",600.0,No,Yes,No,2,4.0,Green,Very Good,132
213,Cream Centre,Coimbatore,Race Course,76.97649444,11.00366944,"North Indian, Chinese, Italian, Mexican",1000.0,No,No,No,3,4.0,Green,Very Good,203
214,On The Go,Coimbatore,Race Course,76.975525,11.00368056,"Italian, North Indian, Desserts",1500.0,No,No,No,4,4.0,Green,Very Good,215
215,Sree Annapoorna,Coimbatore,RS Puram,76.95173611,11.00668611,"South Indian, North Indian, Chinese",400.0,No,No,No,2,4.3,Green,Very Good,225
216,That's Y Food,Coimbatore,RS Puram,76.95295,11.010375,"North Indian, Biryani",1400.0,No,No,No,3,4.2,Green,Very Good,299
217,CakeBee,Coimbatore,Saibaba Colony,76.94465239,11.02611735,"Bakery, Desserts",350.0,No,Yes,No,2,4.9,Dark Green,Excellent,200
218,Yari,Coimbatore,Saibaba Colony,76.940432,11.02091,"North Indian, Chinese, Street Food",700.0,No,No,No,2,4.2,Green,Very Good,221
219,Cream Stone,Coimbatore,"SMS Hotel, Peelamedu",76.9983492,11.02229761,"Desserts, Ice Cream",300.0,No,No,No,1,4.3,Green,Very Good,161
220,Barbeque Nation,Coimbatore,Town Hall,76.96330278,10.99413611,"North Indian, European, Mediterranean",1400.0,No,No,No,3,4.4,Green,Very Good,505
223,Anandam,Dehradun,Hathibarkala Salwala,78.053162,30.335259,"Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",650.0,No,No,No,3,3.9,Yellow,Good,141
224,Town Table Restaurant,Dehradun,Hathibarkala Salwala,78.060221,30.340722,"North Indian, Chinese, Continental",1000.0,No,No,No,4,3.9,Yellow,Good,173
225,Kalsang Friends Corner,Dehradun,Hathibarkala Salwala,78.062543,30.346994,"Chinese, Thai, Tibetan",750.0,No,No,No,3,4.2,Green,Very Good,406
226,The Great Indian Pub,Dehradun,Jakhan,78.06802238,30.36128079,North Indian,1500.0,No,No,No,4,4.9,Dark Green,Excellent,50
228,Punjab Grill,Dehradun,Jakhan,78.067079,30.359722,"Mughlai, North Indian",1250.0,No,No,No,4,4.0,Green,Very Good,98
229,TBistro,Dehradun,Karanpur,78.054222,30.332735,"North Indian, Chinese",550.0,No,No,No,3,3.8,Yellow,Good,230
230,Y Cafe & Restaurant,Dehradun,Karanpur,78.049117,30.328174,Cafe,500.0,No,No,No,3,4.0,Green,Very Good,94
233,Dunkin Donuts,Dehradun,"Pacific Mall, Jakhan",78.070453,30.366322,"Burger, Desserts",600.0,No,No,No,3,3.9,Yellow,Good,101
234,Doon Darbar,Dehradun,Paltan Bazaar,78.04026667,30.31952778,"North Indian, Mughlai",600.0,No,No,No,3,3.9,Yellow,Good,121
236,Barbeque Nation,Dehradun,Rajpur,78.061187,30.3425093,"North Indian, Mediterranean, Asian, Chinese",1600.0,No,No,No,4,4.4,Green,Very Good,66
237,Black Pepper Restaurant,Dehradun,Rajpur,78.046106,30.327968,"North Indian, Chinese",1200.0,No,No,No,4,4.0,Green,Very Good,175
239,Jalapenos,Dehradun,Rajpur,78.07715102,30.37220198,"Cafe, Mexican",500.0,No,No,No,3,4.2,Green,Very Good,68
241,Desire Foods,Faridabad,Badarpur Border,77.3066401,28.4900591,"Chinese, Fast Food, Bakery",250.0,No,No,No,1,2.9,Orange,Average,4
242,Knight Rock,Faridabad,Badarpur Border,77.304776,28.4901567,"North Indian, Chinese",500.0,No,No,No,2,2.8,Orange,Average,16
243,Punjab Restaurant,Faridabad,Badarpur Border,77.305563,28.4901368,North Indian,150.0,No,No,No,1,2.8,Orange,Average,8
244,Raju Dhaba,Faridabad,Badarpur Border,77.3061016,28.4900979,North Indian,150.0,No,No,No,1,2.9,Orange,Average,8
245,Rakheja Bakery,Faridabad,Badarpur Border,77.3057446,28.490062,Bakery,100.0,No,No,No,1,2.8,Orange,Average,7
246,Snax Points,Faridabad,Badarpur Border,77.3053835,28.4901198,"Chinese, North Indian, Fast Food",300.0,No,No,No,1,3.0,Orange,Average,4
247,Aggarwal Sweet Corner,Faridabad,Badarpur Border,77.30274167,28.49629167,Mithai,100.0,No,No,No,1,0.0,White,Not rated,1
248,Kashyap Vaishno Dhaba,Faridabad,Badarpur Border,77.303542,28.4959154,North Indian,100.0,No,No,No,1,0.0,White,Not rated,3
250,The Chaiwalas,Faridabad,Badkal Lake,77.3000877,28.4262842,Cafe,300.0,No,No,No,1,0.0,White,Not rated,0
251,Cafe And More,Faridabad,Charmwood Village,77.2905651,28.4946638,"Fast Food, North Indian",300.0,No,No,No,1,2.9,Orange,Average,4
252,Green Chick Chop,Faridabad,Charmwood Village,77.2905276,28.4946804,"Raw Meats, North Indian, Fast Food",350.0,No,No,No,1,3.0,Orange,Average,7
253,Kolkata Hot Kathi Rolls,Faridabad,Charmwood Village,77.2918292,28.4922473,"Fast Food, Chinese",300.0,No,No,No,1,2.9,Orange,Average,11
254,Aapki Rasoi,Faridabad,Charmwood Village,77.2918292,28.4990636,North Indian,200.0,No,No,No,1,0.0,White,Not rated,1
256,Punjabi Rasoi,Faridabad,Charmwood Village,77.292431,28.4923251,North Indian,400.0,No,No,No,1,0.0,White,Not rated,0
257,Kebab Xpress,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074479,28.4698631,"North Indian, Mughlai",600.0,No,Yes,No,2,2.8,Orange,Average,49
258,McDonald's,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074479,28.4695043,"Fast Food, Burger",500.0,No,No,No,2,3.4,Orange,Average,58
259,Suruchi,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074479,28.4701322,"North Indian, South Indian, Gujarati, Rajasthani",700.0,No,No,No,2,3.4,Orange,Average,233
260,Berco's,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3072684,28.4700256,"Chinese, Thai",1100.0,No,Yes,No,3,3.8,Yellow,Good,508
261,Dunkin' Donuts,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074031,28.4693655,"Burger, Desserts, Fast Food",600.0,No,Yes,No,2,3.6,Yellow,Good,98
262,The Chocolate Room,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074031,28.4693655,"Cafe, Desserts",900.0,No,Yes,No,2,3.6,Yellow,Good,59
263,Baskin Robbin,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074479,28.469594,Desserts,300.0,No,No,No,1,0.0,White,Not rated,0
264,Popcorn Fusion,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074031,28.4693655,Fast Food,200.0,No,No,No,1,0.0,White,Not rated,1
265,Subway,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074928,28.4700019,"American, Fast Food, Salad, Healthy Food",500.0,No,No,No,2,0.0,White,Not rated,2
266,KFC,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.30706006,28.46980656,"American, Fast Food, Burger",500.0,No,Yes,No,2,2.1,Red,Poor,57
267,Barbeque Nation,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3073785,28.4698629,North Indian,1600.0,No,No,No,3,4.0,Green,Very Good,299
268,Yo! China,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074031,28.4693655,Chinese,1300.0,No,Yes,No,3,4.1,Green,Very Good,239
269,Giani's,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",77.3130127,28.3980691,"Ice Cream, Desserts",400.0,No,No,No,1,3.2,Orange,Average,16
270,Momo-Cha,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",77.3130127,28.3979794,Fast Food,200.0,No,Yes,No,1,2.7,Orange,Average,16
271,Shree Rathnam,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",77.3128332,28.397424,"South Indian, North Indian, Chinese",800.0,No,Yes,No,2,3.4,Orange,Average,48
272,Mirage Restro Bar,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",77.3131025,28.3978083,"North Indian, Mughlai",1000.0,Yes,No,No,3,2.4,Red,Poor,25
273,Jai Jagannath Hotel,Faridabad,Dayal Bagh,77.294319,28.4937692,South Indian,200.0,No,No,No,1,0.0,White,Not rated,3
274,Gelato Vinto,Faridabad,"Eldeco Station 1 Mall, Sector 12, Faridabad",77.3139102,28.3868454,"Desserts, Ice Cream",250.0,No,No,No,1,2.8,Orange,Average,12
275,Maggi Point,Faridabad,"Eldeco Station 1 Mall, Sector 12, Faridabad",77.3140449,28.3869029,Fast Food,200.0,No,No,No,1,0.0,White,Not rated,2
276,Angaar,Faridabad,"Hotel Saffron Kiran, Faridabad",77.3056977,28.4719854,"North Indian, Chinese",1200.0,Yes,No,No,3,0.0,White,Not rated,0
277,TcozY,Faridabad,"Hotel Saffron Kiran, Faridabad",77.3066401,28.4722089,Cafe,1500.0,No,No,No,3,0.0,White,Not rated,0
278,The Retriever,Faridabad,"Hotel Saffron Kiran, Faridabad",77.3062507,28.4723428,"North Indian, Mughlai, Chinese",1500.0,Yes,No,No,3,0.0,White,Not rated,0
279,Bangali Sweets & Restaurant,Faridabad,Indraprastha Colony,77.3153578,28.4534629,Mithai,100.0,No,No,No,1,0.0,White,Not rated,2
280,Silver,Faridabad,K Hotel,77.316429,28.446715,"North Indian, Chinese, Continental",1500.0,Yes,No,No,3,0.0,White,Not rated,3
281,Chill 'N Grill,Faridabad,NIT,77.2900667,28.3954463,North Indian,300.0,No,No,No,1,0.0,White,Not rated,0
282,Punjabi Restaurant,Faridabad,NIT,77.2874809,28.3939512,"North Indian, Mughlai",500.0,No,No,No,2,0.0,White,Not rated,0
283,Standard Chicken Point,Faridabad,NIT,77.2875524,28.3940171,Mughlai,500.0,No,No,No,2,0.0,White,Not rated,0
284,The Grillz & Gravy,Faridabad,NIT,77.2922781,28.3982684,"North Indian, Chinese",400.0,No,No,No,1,0.0,White,Not rated,0
285,Cakes 'n Bakes - Park Plaza,Faridabad,"Park Plaza, Sector 21, Faridabad",77.2969459,28.4292178,Bakery,1000.0,No,No,No,3,3.0,Orange,Average,15
286,Cafe Bite,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad",77.3144487,28.383665,Cafe,500.0,No,No,No,2,3.2,Orange,Average,19
287,Cafe Light,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad",77.3144877,28.3837046,"Cafe, Chinese, Fast Food",500.0,No,No,No,2,2.8,Orange,Average,8
288,Little Cafe,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad",77.3145373,28.3836738,"Fast Food, Beverages",300.0,No,No,No,1,0.0,White,Not rated,0
289,Momo-Cha,Faridabad,Sector 10,77.3291609,28.3754863,"North Indian, Chinese",450.0,No,No,No,1,2.8,Orange,Average,20
290,Oregano India,Faridabad,Sector 10,77.3266079,28.3689797,"Fast Food, Chinese, Italian",500.0,No,No,No,2,3.1,Orange,Average,11
291,Sagar Bakery,Faridabad,Sector 10,77.3270132,28.3692291,Bakery,150.0,No,No,No,1,3.0,Orange,Average,11
292,Smugglers,Faridabad,Sector 10,77.329628,28.3702087,North Indian,450.0,No,Yes,No,1,3.1,Orange,Average,7
293,Welcome,Faridabad,Sector 10,77.3288978,28.3777541,"North Indian, Chinese",700.0,Yes,No,No,2,2.9,Orange,Average,13
294,Giani's,Faridabad,Sector 10,77.3270132,28.3692291,"Ice Cream, Desserts",400.0,No,No,No,1,0.0,White,Not rated,0
296,New Dilight,Faridabad,Sector 10,77.3295018,28.3730138,"North Indian, Mughlai, Chinese",500.0,No,No,No,2,0.0,White,Not rated,0
297,Chimney,Faridabad,Sector 11,77.319026,28.3725172,"North Indian, Mughlai, Chinese",800.0,Yes,Yes,No,2,3.3,Orange,Average,25
298,Chopstick,Faridabad,Sector 11,77.3185858,28.371835,Chinese,300.0,No,No,No,1,3.0,Orange,Average,22
299,Hot & Tasty Chinese Food,Faridabad,Sector 11,77.3184832,28.3719511,"North Indian, Chinese",450.0,No,No,No,1,2.6,Orange,Average,26
300,Sanjha Chulha,Faridabad,Sector 11,77.32157,28.3692881,"North Indian, Mughlai",700.0,No,Yes,No,2,2.9,Orange,Average,16
301,Frontier,Faridabad,Sector 12,77.31429167,28.38339444,Bakery,200.0,No,No,No,1,2.9,Orange,Average,7
302,Oxy Lounge,Faridabad,Sector 12,77.3244365,28.384502,"North Indian, Chinese, Italian",1500.0,Yes,Yes,No,3,3.1,Orange,Average,28
303,City Dhaba,Faridabad,Sector 12,77.3144456,28.3811924,"North Indian, Chinese",550.0,No,No,No,2,0.0,White,Not rated,0
305,Mittal Fast Food,Faridabad,Sector 12,77.32425,28.38471389,Fast Food,100.0,No,No,No,1,0.0,White,Not rated,0
306,Al Bake,Faridabad,Sector 15,77.3229299,28.395009,"North Indian, Chinese",600.0,No,Yes,No,2,3.2,Orange,Average,31
307,Anupam Sweet,Faridabad,Sector 15,77.3222568,28.3949008,"North Indian, South Indian, Chinese, Fast Food, Mithai",400.0,No,No,No,1,3.4,Orange,Average,70
308,Cafe Coffee Day,Faridabad,Sector 15,77.3236112,28.3952671,Cafe,450.0,No,No,No,1,3.3,Orange,Average,67
309,Chicago Pizza,Faridabad,Sector 15,77.3217184,28.3950296,Pizza,600.0,No,No,No,2,2.7,Orange,Average,35
310,Crispy Crust,Faridabad,Sector 15,77.3241683,28.3950992,"North Indian, Chinese, Fast Food",500.0,No,Yes,No,2,3.4,Orange,Average,22
311,Frontier,Faridabad,Sector 15,77.3235114,28.3951274,Bakery,200.0,No,No,No,1,3.3,Orange,Average,17
312,Gulab,Faridabad,Sector 15,77.3239437,28.3952906,"North Indian, South Indian, Fast Food, Street Food, Mithai",600.0,No,Yes,No,2,2.6,Orange,Average,39
313,Hunger Cure Express,Faridabad,Sector 15,77.3217312,28.3946937,"Fast Food, Beverages",500.0,No,No,No,2,3.3,Orange,Average,35
315,Momo-Cha,Faridabad,Sector 15,77.3224363,28.3951869,"Chinese, Fast Food",400.0,No,No,No,1,2.7,Orange,Average,32
316,Nirula's,Faridabad,Sector 15,77.292179,28.452631,"Fast Food, Desserts, Ice Cream, Beverages",950.0,No,No,No,2,2.6,Orange,Average,14
317,The Grub House,Faridabad,Sector 15,77.323244,28.3950834,"Cafe, North Indian, Chinese, Continental",600.0,No,No,No,2,2.7,Orange,Average,17
318,Twenty Four Seven,Faridabad,Sector 15,77.3234608,28.3950913,"Fast Food, North Indian",300.0,No,No,No,1,3.4,Orange,Average,35
319,Cafe Parmesan,Faridabad,Sector 15,77.3236479,28.3950766,Italian,1000.0,No,No,No,3,4.5,Dark Green,Excellent,799
320,Briosca,Faridabad,Sector 15,77.3234235,28.3952798,"Bakery, Fast Food",400.0,No,Yes,No,1,3.6,Yellow,Good,62
321,Burger Point,Faridabad,Sector 15,77.3220773,28.3949736,"Burger, Fast Food",300.0,No,Yes,No,1,3.5,Yellow,Good,24
322,Cafe Grub Up,Faridabad,Sector 15,77.3235233,28.395196,"Cafe, American, Mexican, Italian, Thai",900.0,Yes,No,No,2,3.8,Yellow,Good,134
323,Cakes At Bhawanas,Faridabad,Sector 15,77.317231,28.393261,Bakery,400.0,No,No,No,1,3.5,Yellow,Good,26
324,Chaudhary Bhojnalaya,Faridabad,Sector 15,77.3240517,28.3953389,North Indian,400.0,No,No,No,1,3.6,Yellow,Good,93
325,Chickenette,Faridabad,Sector 15,77.3244107,28.3951035,"Raw Meats, North Indian, Chinese, Fast Food",650.0,No,No,No,2,3.7,Yellow,Good,280
326,Giani,Faridabad,Sector 15,77.3216428,28.3951385,"Ice Cream, Desserts",400.0,No,No,No,1,3.6,Yellow,Good,70
327,Green Chick Chop,Faridabad,Sector 15,77.3244107,28.3951932,"Raw Meats, North Indian, Fast Food",350.0,No,No,No,1,3.5,Yellow,Good,31
328,Hash Stix,Faridabad,Sector 15,77.32343964,28.39483205,Fast Food,250.0,No,No,No,1,3.6,Yellow,Good,25
329,Juice On Go,Faridabad,Sector 15,77.32328642,28.39527358,"Juices, Beverages",150.0,No,No,No,1,3.5,Yellow,Good,18
330,Keventers,Faridabad,Sector 15,77.3218081,28.3947688,Beverages,400.0,No,No,No,1,3.6,Yellow,Good,27
331,MD's Kebabs & Curries,Faridabad,Sector 15,77.3244107,28.395283,"North Indian, Mughlai, Chinese",750.0,No,Yes,No,2,3.8,Yellow,Good,27
332,Perfect Bake,Faridabad,Sector 15,77.29659833,28.43002333,"Bakery, Fast Food",400.0,No,No,No,1,3.5,Yellow,Good,39
333,Perfect Bake,Faridabad,Sector 15,77.3231543,28.3952545,"Bakery, Fast Food",400.0,No,No,No,1,3.6,Yellow,Good,126
334,Sethi's Delicacy,Faridabad,Sector 15,77.3244651,28.3950376,"Fast Food, Bakery",150.0,No,No,No,1,3.8,Yellow,Good,75
335,Subway,Faridabad,Sector 15,77.3219427,28.3948264,"American, Fast Food, Salad, Healthy Food",500.0,No,No,No,2,3.5,Yellow,Good,143
336,CafÌ© Bogchi,Faridabad,Sector 15,77.32380275,28.39572041,"Cafe, Italian, Mexican, Continental",650.0,No,Yes,No,2,4.1,Green,Very Good,153
337,Ashoka Restaurant,Faridabad,Sector 16,77.3203273,28.4104693,North Indian,400.0,No,No,No,1,2.9,Orange,Average,43
338,Baskin Robbins,Faridabad,Sector 16,77.3201927,28.4107707,Ice Cream,300.0,No,Yes,No,1,2.9,Orange,Average,4
339,China Hot Pot,Faridabad,Sector 16,77.3192063,28.4106963,"Chinese, Fast Food",400.0,No,No,No,1,2.5,Orange,Average,25
340,Handi Chhadeyan Di,Faridabad,Sector 16,77.3185323,28.4106593,North Indian,400.0,No,No,No,1,3.1,Orange,Average,26
341,Hungrill,Faridabad,Sector 16,77.3190765,28.4108198,"North Indian, Chinese, Continental",500.0,No,No,No,2,3.0,Orange,Average,4
342,Kant Khana Khazana,Faridabad,Sector 16,77.318667,28.4106772,North Indian,250.0,No,No,No,1,3.4,Orange,Average,22
343,Open Yard,Faridabad,Sector 16,77.3199015,28.4095652,"North Indian, Chinese, Continental",800.0,Yes,No,No,2,3.3,Orange,Average,14
345,The Chai Cafe,Faridabad,Sector 16,77.3185772,28.4108878,"Cafe, Chinese",400.0,No,No,No,1,3.1,Orange,Average,8
346,Apna Restaurant,Faridabad,Sector 16,77.3190262,28.4105451,North Indian,400.0,No,No,No,1,0.0,White,Not rated,0
347,Chaudhary Chaap & Chinese,Faridabad,Sector 16,77.3187017,28.4106649,"Chinese, North Indian",300.0,No,No,No,1,0.0,White,Not rated,0
348,Chings Chinese,Faridabad,Sector 16,77.3200132,28.4118307,Chinese,300.0,No,No,No,1,0.0,White,Not rated,0
349,Food On Wheels,Faridabad,Sector 16,77.3202824,28.4120355,Chinese,300.0,No,No,No,1,0.0,White,Not rated,0
350,Gulshan Hotel,Faridabad,Sector 16,77.3203273,28.4104693,North Indian,250.0,No,No,No,1,0.0,White,Not rated,2
351,Maa Kali Foods,Faridabad,Sector 16,77.3196991,28.4104999,Chinese,250.0,No,No,No,1,0.0,White,Not rated,0
352,The Street Kitchen,Faridabad,Sector 16,77.3185772,28.4107084,"North Indian, Chinese",400.0,No,No,No,1,0.0,White,Not rated,0
353,United Kitchen,Faridabad,Sector 16,77.3189708,28.4120254,Fast Food,500.0,No,No,No,2,0.0,White,Not rated,0
354,Eat N Treat,Faridabad,Sector 17,77.3266023,28.4101024,"Chinese, North Indian",400.0,No,No,No,1,2.8,Orange,Average,20
355,Hotel Ekant,Faridabad,Sector 17,77.329167,28.4101795,"North Indian, Mughlai, Chinese",700.0,No,No,No,2,2.7,Orange,Average,39
356,Momo-Cha,Faridabad,Sector 17,77.3288978,28.4106029,"North Indian, Chinese",600.0,No,Yes,No,2,2.7,Orange,Average,56
357,Paradise Inn,Faridabad,Sector 17,77.3275764,28.4103725,"North Indian, Mughlai, Chinese",500.0,No,No,No,2,2.7,Orange,Average,43
358,Red Chilli,Faridabad,Sector 17,77.326744,28.4099515,Chinese,300.0,No,No,No,1,2.8,Orange,Average,9
359,Shiv Restaurant,Faridabad,Sector 17,77.3278324,28.4101647,North Indian,400.0,No,No,No,1,2.7,Orange,Average,20
360,Sohan Sweets & Namkeen,Faridabad,Sector 17,77.3279106,28.4103306,Mithai,100.0,No,No,No,1,3.2,Orange,Average,41
361,The Binge Box Cafe,Faridabad,Sector 17,77.3279106,28.4105998,Cafe,500.0,No,No,No,2,3.4,Orange,Average,18
362,Tmos Moving Feast,Faridabad,Sector 17,77.32609671,28.4101156,"Chinese, North Indian",700.0,No,Yes,No,2,3.3,Orange,Average,76
363,Tmos Cafe Corner,Faridabad,Sector 17,77.326227,28.409801,Cafe,700.0,Yes,Yes,No,2,0.0,White,Not rated,1
364,Parkash Dhaba,Faridabad,Sector 19,77.3138205,28.417529,"North Indian, Chinese",200.0,No,No,No,1,3.0,Orange,Average,6
365,Sanjha Chulha,Faridabad,Sector 19,77.3144487,28.4175882,"North Indian, Mughlai",700.0,No,Yes,No,2,3.3,Orange,Average,219
366,Hareram Bikanerzaika,Faridabad,Sector 21,77.2969594,28.4304159,"Mithai, Street Food",200.0,No,No,No,1,2.8,Orange,Average,11
367,Kulcha Paaji,Faridabad,Sector 21,77.2967664,28.4317132,Street Food,100.0,No,No,No,1,3.1,Orange,Average,12
368,Shree Bikaner Misthan Bhandar,Faridabad,Sector 21,77.2964432,28.4301217,"Street Food, South Indian, Mithai",350.0,No,No,No,1,2.8,Orange,Average,13
370,Anand Dhaba,Faridabad,Sector 21,77.2963379,28.4298355,North Indian,200.0,No,No,No,1,0.0,White,Not rated,1
372,Delicieux Ice Cream Rolls,Faridabad,Sector 21,77.2969354,28.4300562,"Ice Cream, Desserts, Beverages",400.0,No,No,No,1,0.0,White,Not rated,1
373,Flying Tandoor,Faridabad,Sector 21,77.291919,28.4221037,"North Indian, Fast Food",300.0,No,No,No,1,0.0,White,Not rated,3
375,Grub Hub,Faridabad,Sector 21,77.2964494,28.4296999,Asian,500.0,No,No,No,2,0.0,White,Not rated,1
376,Punjabi Chulha,Faridabad,Sector 21,77.2965369,28.4298396,North Indian,300.0,No,No,No,1,0.0,White,Not rated,3
377,Purani Dilli Da Swad,Faridabad,Sector 21,77.2966226,28.4301909,"Street Food, Fast Food",100.0,No,No,No,1,0.0,White,Not rated,2
379,The Chaiwalas,Faridabad,Sector 21,77.3002223,28.4263417,Cafe,300.0,No,No,No,1,0.0,White,Not rated,0
380,Funk House Cafe,Faridabad,Sector 28,77.31297973,28.43892133,"Cafe, Italian, Salad",650.0,No,Yes,No,2,2.6,Orange,Average,15
381,Shiksha Fast Food,Faridabad,Sector 28,77.315069,28.4353341,"Fast Food, Chinese",200.0,No,No,No,1,2.9,Orange,Average,5
382,Hungry Head,Faridabad,Sector 28,77.3150688,28.4353375,"Street Food, Fast Food",200.0,No,No,No,1,0.0,White,Not rated,0
384,Lalit Kathi Rolls Momos,Faridabad,Sector 29,77.3211256,28.4334516,Fast Food,100.0,No,No,No,1,3.1,Orange,Average,9
385,Tamasha In Tafree,Faridabad,Sector 29,77.3212535,28.4334249,Cafe,600.0,No,No,No,2,0.0,White,Not rated,3
387,Butter & Grace,Faridabad,Sector 31,77.309147,28.446933,"North Indian, Chinese, Italian, Fast Food",700.0,No,Yes,No,2,3.1,Orange,Average,7
388,Green Chick Chop,Faridabad,Sector 31,77.317127,28.4465451,"Raw Meats, North Indian, Fast Food",350.0,No,No,No,1,3.1,Orange,Average,9
389,Snacks Bar,Faridabad,Sector 31,77.315795,28.4452616,Chinese,350.0,No,No,No,1,2.9,Orange,Average,4
390,Ahata,Faridabad,Sector 31,77.31723889,28.44589444,North Indian,500.0,No,No,No,2,0.0,White,Not rated,1
393,Meghansh Bakery,Faridabad,Sector 31,77.3170515,28.4466361,"Bakery, Desserts",200.0,No,No,No,1,0.0,White,Not rated,2
